order_id,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,pickup_time,dropoff_time,driver_id,travel_time_minutes,distance_km,hour,weekday
order_27,13.524714773837378,120.78053224386592,13.139015318444471,121.81207110100296,2023-07-28 07:46:02,2023-07-28 12:03:06.673323,driver_8,257.0778887166667,119.62480075434686,7,4
order_28,18.41998455664192,120.37129861313193,12.504832157455471,121.88648357736513,2023-07-23 14:52:59,2023-07-24 16:02:42.429864,driver_7,1509.7238310666667,674.4094704558294,14,6
order_29,16.070425674296672,119.2305872143095,17.19136432665,118.30000181323214,2023-07-28 04:09:08,2023-07-28 07:23:58.452622,driver_16,194.84087703333336,158.8882464605656,4,4
order_30,14.438148239797684,121.98370953471589,12.085006919656404,118.56850720746614,2023-07-08 13:22:16,2023-07-09 02:42:37.542965,driver_4,800.3590494166667,452.46856504818777,13,5
order_31,15.396825199084258,120.8528739875548,13.1082183358238,121.33425073689298,2023-07-15 09:51:42,2023-07-15 15:25:37.321401,driver_3,333.92202335,258.48830745414597,9,5
order_32,17.582148828896074,119.17295554281,14.721836353060606,119.81638768556954,2023-07-18 10:01:30,2023-07-18 14:48:28.876968,driver_15,286.98128280000003,323.91614426037825,10,1
order_33,14.933009296203767,118.95942602708617,15.460424163219448,121.81133415497364,2023-07-20 05:00:40,2023-07-20 11:02:57.891060,driver_15,362.2981843333334,311.94590543892434,5,3
order_34,17.348811373801343,120.11540698060834,14.541425965219853,119.0434257503672,2023-07-13 23:49:21,2023-07-14 09:01:41.839521,driver_5,552.34732535,331.177976565617,23,3
order_35,15.13956478237747,120.14674667352108,12.578346446135969,121.37243236848984,2023-07-10 21:25:37,2023-07-11 01:40:55.885390,driver_15,255.3147565,312.8089724438935,21,0
order_36,18.498772144116725,119.80338390733296,13.794734766575708,119.41050050442398,2023-07-14 09:36:44,2023-07-14 17:38:36.742695,driver_16,481.87904491666666,522.2443508669468,9,4
order_37,12.26636493907417,119.44650250152128,12.871461078931269,121.8619418787932,2023-07-12 11:32:06,2023-07-12 16:14:04.181080,driver_1,281.96968466666664,270.88224020999996,11,2
order_38,16.86302346770271,119.10347609453775,18.07912228985081,119.710611764941,2023-07-12 02:11:13,2023-07-12 05:32:39.437797,driver_3,201.44062995000002,149.24213003157138,2,2
order_39,13.581130996882465,120.48297154531264,15.156356770472971,119.04718965469657,2023-07-05 15:03:25,2023-07-05 18:56:01.330641,driver_13,232.60551068333334,233.1451352413346,15,2
order_40,16.233285029867968,121.35995996929232,14.487233995904395,119.90115617156248,2023-07-25 12:04:52,2023-07-25 17:53:25.242164,driver_12,348.55403606666664,248.71334595851334,12,1
order_41,12.51063722556385,118.72783354922193,16.19739330257966,119.012697530994,2023-07-10 06:46:17,2023-07-10 19:27:36.710928,driver_12,761.3285154666667,409.0685486298482,6,0
order_42,13.68667635279068,120.79506462502128,15.741136762274955,118.2186083513261,2023-07-12 13:11:28,2023-07-13 01:21:57.769811,driver_8,730.4961635166667,358.6767699746296,13,2
order_43,17.802930266368573,118.8834132027665,17.056625557983594,121.57148889838965,2023-07-04 17:47:09,2023-07-04 21:52:04.252798,driver_2,244.92087996666666,297.2813009378431,17,1
order_44,13.800143655844366,118.39695067177996,12.928676040955684,120.89305364049513,2023-07-09 10:28:45,2023-07-09 16:34:52.226134,driver_8,366.1204355666667,287.05978480809375,10,6
order_45,17.902071213667575,121.76904636035296,14.588236492151449,118.63350870153708,2023-07-10 16:11:51,2023-07-10 23:25:10.854096,driver_10,433.3309016,496.7851304335855,16,0
order_46,18.182751314257544,121.2951734005745,16.77044349830654,118.2277971635701,2023-07-09 22:06:35,2023-07-10 08:41:55.914018,driver_19,635.3485669666667,361.33787398396294,22,6
order_47,12.296997262263291,121.62123161108514,16.501638979181543,120.59496212317885,2023-07-02 13:00:36,2023-07-02 19:56:33.709371,driver_7,415.96182285000003,478.19332737931734,13,6
order_48,12.299109928857908,119.32933332965496,15.296826209474602,118.58084704626144,2023-07-25 16:52:24,2023-07-26 00:56:18.903350,driver_2,483.9150558333333,341.389609224836,16,1
order_49,16.72282468846556,118.5607855181626,12.508835705308917,120.25797348376577,2023-07-08 16:12:51,2023-07-09 03:09:11.895018,driver_14,656.3482503,500.8143179639066,16,5
order_50,13.311393106051536,118.55566336375256,12.021743597487292,120.2754631933086,2023-07-11 12:43:54,2023-07-11 17:59:33.408608,driver_11,315.65681013333335,235.0620350594777,12,1
order_51,15.425320328283869,119.4751254207333,15.083862132284878,121.75463463744327,2023-07-30 13:34:29,2023-07-30 21:06:22.376394,driver_8,451.88960656666666,247.76605288874538,13,6
order_52,18.11604762929821,119.17285307621316,16.4951598669337,120.70921720607792,2023-07-27 05:17:59,2023-07-27 12:07:39.092538,driver_16,409.66820896666667,242.6014351110931,5,3
order_53,12.14951499780716,119.4734085162909,17.292912581119097,120.9063033441092,2023-07-18 13:19:09,2023-07-19 03:41:41.291373,driver_8,862.53818955,589.6318610964006,13,1
order_54,16.278155900842812,118.29385627724946,16.499699651546344,121.63685473355608,2023-07-02 18:48:33,2023-07-03 01:47:09.565022,driver_15,418.60941703333333,357.9516898071476,18,6
order_55,13.99304926190958,120.88654822335144,12.143908884559274,120.65728801401112,2023-07-06 02:36:27,2023-07-06 08:52:09.012922,driver_5,375.70021536666667,206.07789754336284,2,3
order_56,12.168010320865204,120.6177666002666,13.4311568475959,121.45802998580707,2023-07-08 12:02:05,2023-07-08 18:15:05.113561,driver_5,373.0018926833333,166.88201261704697,12,5
order_57,15.162332232558825,121.29138564290996,17.830569744276126,120.19449558051676,2023-07-05 09:32:37,2023-07-05 19:35:32.189378,driver_16,602.9198229666667,317.6488774422779,9,2
order_58,15.627826155929704,121.62388008822715,14.237192043862333,118.57233522566344,2023-07-09 13:04:50,2023-07-09 22:43:12.456128,driver_3,578.3742688,362.55714374494056,13,6
order_59,12.63506281369179,118.92321228943987,17.898690237845692,118.98587905131976,2023-07-13 02:29:26,2023-07-13 21:04:34.312494,driver_9,1115.1385415666666,582.4696643660063,2,3
order_60,12.512432055497664,121.72043919135042,12.787961131907048,121.395921967696,2023-07-22 04:54:31,2023-07-22 05:40:00.856482,driver_15,45.497608033333336,46.60393942526863,4,5
order_61,18.376605523045814,120.04091274404811,16.24468742770251,119.16241290801194,2023-07-01 06:25:03,2023-07-01 14:15:11.159888,driver_8,470.1359981333333,253.7537746445833,6,5
order_62,13.73950119605926,119.26551019853083,18.0369614328606,121.91748383333044,2023-07-05 03:37:01,2023-07-05 23:13:31.821397,driver_3,1176.51368995,553.8589479977398,3,2
order_63,18.34799197768413,119.64392887972193,14.61869410294661,118.20535244287652,2023-07-08 05:07:35,2023-07-08 20:07:37.048958,driver_9,900.0341493,440.3447557739767,5,5
order_64,14.741574313383651,121.74057507073958,17.891451228677873,118.48296542802272,2023-07-10 09:50:19,2023-07-10 18:30:59.133897,driver_11,520.6688982833333,492.5960069917431,9,0
order_65,13.961208787810714,119.72268417902266,12.93492400431128,121.14937175799793,2023-07-24 20:23:43,2023-07-25 03:01:09.489798,driver_10,397.4414966333333,191.72553976529406,20,0
order_66,16.419108604883434,121.33116290264948,17.323162095757365,119.8041140258479,2023-07-09 22:04:06,2023-07-10 03:03:50.778016,driver_14,299.74630026666665,191.01528282865925,22,6
order_67,15.419637149175866,118.0211680015809,17.721865324720138,120.40200853275915,2023-07-11 15:50:39,2023-07-12 04:56:31.928642,driver_19,785.8821440333334,359.81046199480585,15,1
order_68,17.39986870635122,118.2443672392194,16.13423152314339,118.5969987980992,2023-07-12 22:42:29,2023-07-13 01:13:00.607984,driver_9,150.52679973333335,145.0218412058643,22,2
order_69,18.454754634660617,118.42065454725828,16.753649099853593,118.94232167937774,2023-07-19 12:07:11,2023-07-19 19:03:40.011202,driver_9,416.4835200333334,196.24375087986354,12,2
order_70,18.011611121437625,121.74427847574717,13.95746032485598,119.71489997603612,2023-07-09 00:52:08,2023-07-09 18:01:10.141376,driver_13,1029.0356896,498.428624613635,0,6
order_71,17.620962952344065,119.07232989654266,14.339862041377836,118.09698851025172,2023-07-17 01:41:38,2023-07-17 07:19:22.321859,driver_8,337.73869765,377.7904762499243,1,0
order_72,16.271377831675686,119.44502012138818,15.262690892085258,121.07312116135836,2023-07-09 05:56:01,2023-07-09 10:10:54.834818,driver_19,254.89724696666664,207.11060275887237,5,6
order_73,12.347138643388735,118.68991944515749,18.36779367051161,120.13624980077176,2023-07-21 02:18:35,2023-07-21 19:59:18.796617,driver_17,1060.7299436166666,684.0440436445905,2,4
order_74,17.777390492214373,121.31529564419112,14.765935598639247,121.30312384835064,2023-07-17 11:49:33,2023-07-17 16:09:45.667604,driver_18,260.21112673333334,333.25531556566597,11,0
order_75,14.2656799501974,121.57693120098152,13.534893916248368,121.41182129405904,2023-07-26 18:53:06,2023-07-26 20:08:04.713735,driver_18,74.97856225000001,82.79886080359094,18,2
order_76,12.450491582135616,119.67084629856322,18.39952905100981,118.53093329533438,2023-07-23 20:31:53,2023-07-24 06:20:27.436058,driver_15,588.5739343,669.544954375049,20,6
order_77,14.95905237896764,118.84941435166172,16.210525593134925,120.73015716649545,2023-07-21 08:53:09,2023-07-21 16:25:30.063449,driver_14,452.35105748333336,244.67030869100464,8,4
order_78,16.45737547138463,121.5516242716296,14.472812744789366,119.15020066274926,2023-07-08 20:52:05,2023-07-09 08:09:10.159114,driver_4,677.0859852333334,338.5674069323563,20,5
order_79,12.322568329823303,118.56011389000165,14.35741015126914,119.49051635081751,2023-07-10 22:41:05,2023-07-11 06:24:05.648972,driver_9,463.01081619999997,246.65405936278037,22,0
order_80,14.165435507628873,121.71686787655804,12.380331075514237,121.3652210518416,2023-07-22 09:27:59,2023-07-22 14:56:36.581586,driver_15,328.62635976666667,201.13368435244107,9,5
order_81,12.85791919795844,118.70765986695876,17.06755124823792,121.19778030941734,2023-07-21 10:47:32,2023-07-21 21:32:56.158728,driver_10,645.4026454666667,537.2802548258646,10,4
order_82,12.69309414827932,118.1269976354748,14.34634025787674,121.87299584178686,2023-07-08 01:42:56,2023-07-08 08:31:02.066262,driver_10,408.1011043666667,444.8438898832833,1,5
order_83,14.10603090983895,119.91228942956552,12.004858765975266,119.67175198393716,2023-07-23 22:36:20,2023-07-24 04:09:47.447878,driver_9,333.4574646333333,233.91415279886533,22,6
order_84,16.776707760096414,118.23226435540316,14.038707634794733,118.45845068297294,2023-07-10 17:31:04,2023-07-10 21:56:58.827701,driver_5,265.91379501666665,303.9387079736785,17,0
order_85,18.48558544656587,120.3378858695497,17.554436896977887,120.3654038862725,2023-07-07 01:51:21,2023-07-07 05:36:48.521351,driver_4,225.45868918333332,103.1013004284426,1,4
order_86,18.225296612592043,118.12967496136424,15.791824726272043,119.55817752442157,2023-07-15 18:16:38,2023-07-16 00:52:25.431198,driver_7,395.79051996666664,309.29092902240745,18,5
order_87,12.07159757066596,121.43488791397456,13.067690995806364,118.21192864404496,2023-07-22 20:20:13,2023-07-23 06:25:45.210306,driver_3,605.5368384333334,367.1540269396673,20,5
order_88,13.731934941454089,118.30762582384511,15.645419488629848,120.80355495643012,2023-07-05 22:03:48,2023-07-06 08:35:11.896686,driver_15,631.3982781,342.17226395762293,22,2
order_89,12.372133815121712,118.28601544187238,16.760220597139664,120.39214519871264,2023-07-10 06:26:45,2023-07-10 16:29:13.275651,driver_14,602.47126085,535.9220382794429,6,0
order_90,16.107580211226033,121.21793336459724,13.963385517676798,119.45693599855775,2023-07-21 20:33:58,2023-07-22 03:29:46.559275,driver_13,415.80932125,303.5505404312893,20,4
order_91,15.94885574241912,121.69470906475894,16.585952812810348,121.12393947800004,2023-07-28 20:48:35,2023-07-28 23:40:22.068371,driver_6,171.78447285,93.23477143099903,20,4
order_92,18.077713353841133,118.92867597439144,18.10770193647592,120.95309922521952,2023-07-13 23:26:20,2023-07-14 04:51:37.174884,driver_17,325.28624806666664,214.30882329864346,23,3
order_93,15.247675087259552,121.87914601605436,17.856617612159667,118.43132108788056,2023-07-03 02:00:43,2023-07-03 12:35:06.670305,driver_20,634.3945050833333,467.71035387879147,2,0
order_94,16.208206142133253,118.86351258762274,18.280792751699003,121.40228920400575,2023-07-03 07:17:20,2023-07-03 17:56:07.066170,driver_13,638.7844361666666,354.25656683958636,7,0
order_95,15.76247926371649,119.68876224705572,17.768663600995893,119.29836876182492,2023-07-08 08:45:34,2023-07-08 14:51:22.247788,driver_3,365.8041298,225.88545468695324,8,5
order_96,15.595718199523342,119.99501499165184,14.776539662313423,119.59685606988336,2023-07-20 00:47:24,2023-07-20 04:30:53.098306,driver_10,223.48497176666666,100.23263260486371,0,3
order_97,14.95921581795267,118.89746879373835,17.287625416565003,121.37137404003435,2023-07-12 05:26:12,2023-07-12 14:28:52.683293,driver_15,542.6780548833333,369.3315360589964,5,2
order_98,18.04912215833312,120.97664147235037,17.751369085837432,121.43394113885608,2023-07-09 08:13:10,2023-07-09 10:04:32.911689,driver_20,111.38186148333332,58.601674574509325,8,6
order_99,12.419927602846832,118.89256403639152,12.478862667350567,120.75735123746878,2023-07-19 06:57:31,2023-07-19 11:03:30.561595,driver_5,245.99269324999997,202.84204041848616,6,2
order_100,13.767037284625232,121.58845389181566,18.30811269171168,120.9641165648633,2023-07-22 15:26:10,2023-07-23 10:16:59.302248,driver_14,1130.8217041333335,506.9327803156325,15,5
order_101,17.59208208702799,119.33866840120076,15.186347633722992,118.43194096536308,2023-07-25 14:00:01,2023-07-25 20:59:10.358817,driver_6,419.15598028333335,283.295427043945,14,1
order_102,13.329028156965643,121.71848285355682,18.427156831601728,121.08187960772436,2023-07-20 21:39:11,2023-07-21 09:04:28.027681,driver_5,685.2837946833333,568.2506565516585,21,3
order_103,15.480326327120263,118.15105003028224,16.782895785499424,121.52056346183988,2023-07-16 13:50:01,2023-07-16 22:07:10.597620,driver_8,497.15996033333334,388.15902768166507,13,6
order_104,16.988458482923463,121.33373892546156,13.690052803102644,120.33798785568288,2023-07-11 23:16:38,2023-07-12 05:15:25.893168,driver_14,358.79821946666664,380.31063981994333,23,1
order_105,13.6109810594418,120.65916375871136,17.43857287518838,119.36045603505931,2023-07-05 10:18:03,2023-07-06 00:19:44.692841,driver_14,841.6948806833333,445.8580846437672,10,2
order_106,18.02905987306621,121.75274162981395,14.332141516481206,119.57650481870743,2023-07-08 20:26:20,2023-07-09 04:18:15.183957,driver_1,471.9197326166667,470.63972938727255,20,5
order_107,15.427430668302744,120.9119266519108,13.539695943415152,118.00221537943818,2023-07-07 19:32:56,2023-07-08 08:39:44.669423,driver_13,786.81115705,376.8392814686909,19,4
order_108,14.393037076452972,118.07174066690897,15.114151487987517,121.21338150647968,2023-07-02 11:49:46,2023-07-02 17:57:25.455976,driver_3,367.6575996,347.54618517241687,11,6
order_109,17.711102016854984,120.22495927506873,17.18567068786286,119.87366300693782,2023-07-09 20:14:49,2023-07-09 21:49:53.193893,driver_13,95.06989821666666,69.09585471529294,20,6
order_110,12.142537353801243,118.2082578433449,15.544565762462296,119.1203920884279,2023-07-29 14:58:11,2023-07-30 00:59:10.535455,driver_19,600.9922575833333,389.09214886720144,14,5
order_111,15.769180603106353,120.78721680082776,15.090874618394434,121.63802844073092,2023-07-30 23:23:56,2023-07-31 01:21:51.281149,driver_9,117.92135248333334,118.2059890783469,23,6
order_112,18.348303443190915,118.9255390357858,14.144412557054286,119.49321857301756,2023-07-05 01:16:17,2023-07-05 12:08:49.433711,driver_18,652.54056185,469.1488812071343,1,2
order_113,17.330064500280255,120.70671140103173,14.6156987120466,120.43944426223844,2023-07-27 10:06:29,2023-07-27 18:58:11.993396,driver_15,531.7165566,301.7270997059567,10,3
order_114,17.89575562505045,119.34626720427067,17.45027811839401,120.79758503270035,2023-07-06 16:36:22,2023-07-06 20:29:20.648950,driver_7,232.9774825,161.68254084646802,16,3
order_115,13.675775079276931,119.55604390627866,14.467792283335152,120.30135172659467,2023-07-25 21:53:25,2023-07-26 01:38:01.683307,driver_17,224.61138845,118.9868825587042,21,1
order_116,15.295525715892015,120.84751393544984,15.348556066347804,120.728203469147,2023-07-07 19:25:55,2023-07-07 19:54:04.455162,driver_19,28.157586033333335,14.092277076356858,19,4
order_117,12.101541513563204,121.83941537830124,15.266542903068617,120.5750107602394,2023-07-21 03:19:17,2023-07-21 13:47:02.569266,driver_19,627.7594877666667,375.9252142323445,3,4
order_118,12.105813684181298,119.52904046606932,17.702031463296763,118.84662908115628,2023-07-20 20:33:55,2023-07-21 12:52:27.904111,driver_2,978.54840185,623.547397671501,20,3
order_119,14.020123082802368,119.9942230058988,15.082978544564607,121.28494970098096,2023-07-29 03:31:59,2023-07-29 06:22:00.553855,driver_3,170.02589758333335,182.1498411620898,3,5
order_120,12.451063513596791,121.67441050724916,15.197628992374684,120.41723538980412,2023-07-25 14:11:30,2023-07-25 21:22:53.782399,driver_3,431.39637331666665,332.88079521210904,14,1
order_121,17.674854103948086,120.8343985934213,14.057280393146083,118.56986582971786,2023-07-02 19:19:15,2023-07-03 11:57:47.516289,driver_14,998.54193815,468.03042547602195,19,6
order_122,15.77175594165958,119.9633789681124,15.287650595141908,119.30837892037871,2023-07-28 12:31:27,2023-07-28 13:49:34.175707,driver_11,78.11959511666667,88.35871652788501,12,4
order_123,14.53206010843531,119.18476448649548,13.503751674663093,119.56443307176708,2023-07-18 22:19:10,2023-07-19 02:17:04.416508,driver_16,237.9069418,120.93819077287921,22,1
order_124,12.256871671847607,120.67259788428342,15.703955173452702,118.43615503955058,2023-07-23 09:00:01,2023-07-23 23:08:20.981786,driver_4,848.3330297666666,451.4622315166698,9,6
order_125,17.118181015627844,119.0831708886776,12.167131085099898,121.81939086726936,2023-07-25 17:11:00,2023-07-26 10:30:33.400203,driver_11,1039.5566700499999,622.0286950681583,17,1
order_126,16.769954395131368,121.76742900529308,18.24526223141612,119.24829251296698,2023-07-12 16:07:45,2023-07-12 20:05:39.313039,driver_20,237.90521731666666,313.4020592310561,16,2
order_127,12.53302843677612,119.17843206869674,14.564918802255216,119.43040492518335,2023-07-21 00:51:50,2023-07-21 08:25:34.089160,driver_11,453.73481933333335,226.44716611548492,0,4
order_128,12.44539279631184,120.69508530504145,16.009604815982964,121.42400499534152,2023-07-29 02:09:07,2023-07-29 11:09:11.506321,driver_14,540.0751053500001,402.11799216044983,2,5
order_129,12.87256686379197,120.39616099842038,14.082254904839754,118.1014422647982,2023-07-08 22:55:06,2023-07-09 04:15:12.659750,driver_16,320.11099583333333,282.2045755818785,22,5
order_130,13.535422752578844,118.1724861444888,17.86786316608738,120.89187351841704,2023-07-19 17:14:09,2023-07-20 00:25:06.136956,driver_3,430.9522826,561.0291302483985,17,2
order_131,17.981244592953658,119.01290194810484,14.360783137617418,121.43235346565932,2023-07-14 03:14:26,2023-07-14 20:24:21.462243,driver_19,1029.9243707166668,476.90069296373775,3,4
order_132,12.891663050843842,119.61567080795946,16.83007106486674,121.8418518716583,2023-07-24 22:32:58,2023-07-25 10:44:35.091349,driver_17,731.61818915,497.26446860374546,22,0
order_133,13.875155670669226,119.02110786674828,17.47142315105798,119.27252250414118,2023-07-11 10:03:52,2023-07-11 19:48:36.858572,driver_19,584.7476428666666,398.8587683252035,10,1
order_134,12.458254563718082,119.27842777594456,18.234536003108428,119.66145359523276,2023-07-16 14:39:34,2023-07-17 05:01:06.706992,driver_6,861.5451165333333,640.4827724997664,14,6
order_135,14.652825645059142,120.19302512481772,18.03109983033581,119.79623492118589,2023-07-13 09:06:51,2023-07-13 19:23:50.364920,driver_1,616.9894153333333,376.2438339545857,9,3
order_136,13.058697477726264,120.27487544779092,15.972703827419874,118.22515581508854,2023-07-11 17:56:16,2023-07-11 23:49:19.347698,driver_12,353.05579496666667,390.83698522600054,17,1
order_137,14.21585287593422,118.64683670022256,13.098069237017905,121.10991087979367,2023-07-26 18:45:41,2023-07-27 02:01:35.193972,driver_14,435.90323286666666,293.7771258772807,18,2
order_138,17.46843744557573,120.79320874395228,16.493949254956274,119.52135625392326,2023-07-24 14:20:30,2023-07-24 18:31:58.671892,driver_8,251.47786486666666,173.13626571281975,14,0
order_139,17.765672778318233,118.07381050130918,16.749939676820397,118.02149184895345,2023-07-10 12:52:22,2023-07-10 16:47:49.151412,driver_11,235.45252353333333,112.55089791654115,12,0
order_140,17.087684196041806,120.27730592240071,16.098112691550252,121.73914326229988,2023-07-20 20:10:29,2023-07-21 02:48:33.042058,driver_4,398.06736763333333,190.59605753203022,20,3
order_141,15.875156121563226,121.25863655539646,13.544192682904576,120.33832730794929,2023-07-26 13:19:22,2023-07-26 22:52:34.065951,driver_12,573.2010991833333,276.2970830856467,13,2
order_142,14.034355936504806,120.78727020797848,17.455247595397847,118.30504400102556,2023-07-25 05:17:10,2023-07-25 22:12:55.599225,driver_15,1015.7599870833333,462.6381314592684,5,1
order_143,14.330902907239937,119.85565023765338,14.6978814219897,120.97430543346262,2023-07-11 15:20:02,2023-07-11 18:02:39.984329,driver_10,162.63307215,127.23176613270486,15,1
order_144,15.10598272844453,118.02372707618248,16.817752832919027,120.82495270701362,2023-07-07 04:24:50,2023-07-07 09:02:50.540250,driver_10,278.0090041666666,354.68505798543333,4,4
order_145,14.181165942028864,118.21895646606208,15.095808797374564,118.58532464947194,2023-07-14 06:47:50,2023-07-14 10:26:08.508963,driver_19,218.30848271666667,108.62477406224592,6,4
order_146,16.692944233858558,120.4658065607162,12.881633871431704,119.90221605752716,2023-07-30 18:25:13,2023-07-31 02:08:10.092344,driver_7,462.95153906666667,426.05055291445797,18,6
order_147,17.15880735049612,120.06569371436662,13.252467447019164,121.36449161612713,2023-07-28 01:08:54,2023-07-28 10:58:05.357036,driver_16,589.1892839333334,454.19989510150134,1,4
order_148,16.70780662629897,118.37885176965467,15.402326087534972,119.4068655534968,2023-07-31 22:13:06,2023-08-01 01:43:19.145413,driver_3,210.21909021666667,181.5753941572513,22,0
order_149,17.720880674523976,120.43662736708,12.747970747545834,118.8511642303722,2023-07-24 05:22:42,2023-07-24 15:25:52.757737,driver_16,603.1792956166666,576.0004685951411,5,0
order_150,12.876446852980044,121.58426999145033,14.112630028128212,119.63948224063503,2023-07-15 21:01:33,2023-07-16 04:34:55.506573,driver_6,453.37510955,251.06870081340702,21,5
order_151,16.49088614249997,118.12741798570802,17.66943681218304,121.79258983496196,2023-07-30 14:33:13,2023-07-31 01:32:37.678293,driver_1,659.4113048833333,411.3348561698193,14,6
order_152,15.957946590709152,120.08277803197888,16.529457269978117,118.01947854540391,2023-07-02 05:44:13,2023-07-02 09:44:20.076886,driver_2,240.1179481,229.46007846984594,5,6
order_153,15.550572470758054,118.34226045414236,18.42844299166898,119.4309443905574,2023-07-23 11:33:28,2023-07-23 16:10:32.835215,driver_17,277.0805869166667,338.9316360986244,11,6
order_154,17.004076952348353,118.28980785122955,12.902495393160113,118.12833875522112,2023-07-18 05:36:58,2023-07-18 22:28:12.027669,driver_10,1011.2337944833333,454.1665965304157,5,1
